search URL:,https://patents.google.com/?q=testosterone,,,,,,,
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US20040181064A1,Bicyclic modulators of androgen receptor function ,"Chong-Qing Sun, Lawrence Hamann, David Augeri, Yingzhi Bi, Jeffrey Robl, Yan-Ting Huang, Tammy Wang, Alexandra Holubec, Ligaya Simpkins, Sutton James C., Li James J.","Chong-Qing Sun, Lawrence Hamann, David Augeri, Yingzhi Bi, Jeffrey Robl, Yan-Ting Huang, Tammy Wang, Alexandra Holubec, Ligaya Simpkins, James Sutton, James Li",17/05/02,17/02/04,16/09/04,,https://patents.google.com/patent/US20040181064A1/en
US20060287547A1,Selective androgen receptor modulators ,"Dalton James T, Miller Duane D, Yali He, Donghua Yin","James Dalton, Duane Miller, Yali He, Donghua Yin",27/11/96,10/05/05,21/12/06,,https://patents.google.com/patent/US20060287547A1/en
US20070042999A1,Phosphate derivatives of pharmaceutical products ,"West Simon M, David Kannar","Simon West, David Kannar",15/04/03,14/04/04,22/02/07,,https://patents.google.com/patent/US20070042999A1/en
US20040009897A1,Stabilized synthetic immunogen delivery system ,Sokoll Kenneth K.,Kenneth Sokoll,14/02/02,21/05/03,15/01/04,,https://patents.google.com/patent/US20040009897A1/en
US4220599A,Oral pharmaceutical preparation having androgenic activity ,Akzona Incorporated,Johannes van der Vies,28/02/74,2/11/78,2/09/80,2/09/80,https://patents.google.com/patent/US4220599A/en
US20040147550A1,Methylene-bridged selective androgen receptor modulators and methods of use thereof ,"Dalton James T., Miller Duane D., Igor Rakov","James Dalton, Duane Miller, Igor Rakov",15/10/02,14/10/03,29/07/04,,https://patents.google.com/patent/US20040147550A1/en
US6376169B1,Method for diagnosing a vascular condition ,Queens University At Kingston,"Michael A. Adams, Jeremy P. W. Heaton, Charles H. Graham, Susan E. Brien",1/05/98,30/04/99,23/04/02,23/04/02,https://patents.google.com/patent/US6376169B1/en
US6316437B1,Spirohydantoin compounds and uses thereof ,"Merck & Co., Inc.",Jacob M. Hoffman,30/09/99,27/09/00,13/11/01,13/11/01,https://patents.google.com/patent/US6316437B1/en
US5135849A,In-vitro methods for identifying compositions which are agonists and antagonists of androgens ,Trustees Of Tufts College,"Ana M. Soto, Carlos Sonnenschein",17/04/86,18/04/89,4/08/92,4/08/92,https://patents.google.com/patent/US5135849A/en
US6652880B1,Oral pharmaceutical compositions containing long-chain triglycerides and liphophilic surfactants ,"R.P. Scherer Technologies, Inc.","Elizabeth Anne Aylwin, Susan Banbury, Josephine Joan Christine Ferdinando, Henrik de Nijs",1/04/99,29/03/00,25/11/03,25/11/03,https://patents.google.com/patent/US6652880B1/en
US20050182105A1,Method of using 3-cyano-4-arylpyridine derivatives as modulators of androgen receptor function ,"Nirschl Alexandra A., Hamann Lawrence G.","Alexandra Nirschl, Lawrence Hamann",4/02/04,1/02/05,18/08/05,,https://patents.google.com/patent/US20050182105A1/en
US20050074487A1,Transdermal and topical administration of drugs using basic permeation enhancers ,"Tsung-Min Hsu, Gricenko Nicole T., Hickey Alan T. J., Jacobson Eric C., Lobello Rose C., Jane Obara, Luo Eric C.","Tsung-Min Hsu, Nicole Gricenko, Alan Hickey, Eric Jacobson, Rose LoBello, Jane Obara, Eric Luo",16/12/99,7/06/04,7/04/05,,https://patents.google.com/patent/US20050074487A1/en
US20050187267A1,Sulfonylpyrrolidine modulators of androgen receptor function and method ,"Hamann Lawrence G., Yingzhi Bi, Manfredi Mark C., Nirschl Alexandra A., Sutton James C.","Lawrence Hamann, Yingzhi Bi, Mark Manfredi, Alexandra Nirschl, James Sutton",4/02/04,1/02/05,25/08/05,,https://patents.google.com/patent/US20050187267A1/en
US20040147489A1,Haloacetamide and azide substituted compounds and methods of use thereof ,"Dalton James T., Miller Duane D.","James Dalton, Duane Miller",28/02/02,24/02/03,29/07/04,,https://patents.google.com/patent/US20040147489A1/en
US5342834A,Method for androgen supplementation ,"The Population Council, Inc.","C. Wayne Bardin, Carl Monder",7/04/89,15/10/92,30/08/94,30/08/94,https://patents.google.com/patent/US5342834A/en
US20050250753A1,Fused tricyclic compounds as inhibitors of 17beta-hydroxysteroid dehydrogenase 3 ,"Fink Brian E, Gavai Ashvinikumar V, Vite Gregory D, Wen-Ching Han, Misra Raj N, Hai-Yun Xiao, Norris Derek J, Tokarski John S","Brian Fink, Ashvinikumar Gavai, Gregory Vite, Wen-Ching Han, Raj Misra, Hai-Yun Xiao, Derek Norris, John Tokarski",1/03/04,25/02/05,10/11/05,,https://patents.google.com/patent/US20050250753A1/en
US20050124625A1,Piperazine derivatives and their use as modulators of nuclear hormone receptor function ,"Salvati Mark E., Soong-Hoon Kim","Mark Salvati, Soong-Hoon Kim",21/10/03,20/10/04,9/06/05,,https://patents.google.com/patent/US20050124625A1/en
US20080057068A1,SARMS and method of use thereof ,"Dalton James T, Miller Duane D","James Dalton, Duane Miller",28/02/02,16/04/07,6/03/08,,https://patents.google.com/patent/US20080057068A1/en
US5874418A,Sulfoalkyl ether cyclodextrin based solid pharmaceutical formulations and their use ,"Cydex, Inc.","Valentino Stella, Roger A. Rajewski, James W. McGinity",5/05/97,5/05/97,23/02/99,23/02/99,https://patents.google.com/patent/US5874418A/en
US4377584A,4-Aza-17β-substituted-5α-androstan-3-one-reductase inhibitors ,"Merck & Co., Inc.","Gary H. Rasmusson, David B. R. Johnston, Glen E. Arth, deceased",13/04/78,23/09/80,22/03/83,22/03/83,https://patents.google.com/patent/US4377584A/en
US5565467A,Androstenone derivative ,Glaxo Wellcome Inc.,"Kenneth W. Batchelor, Stephen V. Frye, George F. Dorsey, Jr., Robert A. Mook, Jr.",17/09/93,16/03/95,15/10/96,15/10/96,https://patents.google.com/patent/US5565467A/en
US4191759A,N-substituted-17β-carbamoylandrost-4-en-3-one 5α reductase inhibitors ,"Merck & Co., Inc.","David B. R. Johnston, Glen E. Arth, deceased",13/04/78,13/04/78,4/03/80,4/03/80,https://patents.google.com/patent/US4191759A/en
US5288496A,Growth promoters for animals ,Stolle Research & Development Corporation,Danny H. Lewis,15/05/90,15/05/90,22/02/94,22/02/94,https://patents.google.com/patent/US5288496A/en
US6670386B2,Bicyclic modulators of androgen receptor function ,Bristol-Myers Squibb Company,"Chongqing Sun, Jeffrey A. Robl, Mark E. Salvati, Tammy Wang, Lawrence Hamann, David Augeri",31/07/01,31/07/02,30/12/03,30/12/03,https://patents.google.com/patent/US6670386B2/en
US5891920A,"Medicinal adjuvants consisting of N-subsitituted-o-toluidine derivatives, and percutaneously absorbable preparations comprising the adjuvants ","Hisamitsu Pharmaceutical Co., Inc.","Munehiko Hirano, Mitsuru Kuribayashi, Mitsuhiko Kido",5/10/94,4/10/95,6/04/99,6/04/99,https://patents.google.com/patent/US5891920A/en
US6020327A,Control of hair growth ,"The Central Sheffield University Hospitals Nhs Trust, Bio-Scientific Ltd",Andrew Guy Messenger,14/09/94,13/09/95,1/02/00,1/02/00,https://patents.google.com/patent/US6020327A/en
JPH07278003A,Testosterone-5alpha-reductase inhibitor ,"Narisu Keshohin:Kk, 株式会社ナリス化粧品","Yuusuke Minosasa, Ryoichi Yokomichi, 了一 横路, 裕介 箕笹",11/04/94,11/04/94,24/10/95,,https://patents.google.com/patent/JPH07278003A/en
US6337318B1,Sustained GnRH peptide-release formulation ,"Peptech, Ltd.","Timothy Elliot Trigg, John Desmond Walsh, Paul Adam Schober",30/08/96,1/09/97,8/01/02,8/01/02,https://patents.google.com/patent/US6337318B1/en
US20060257459A1,Carrier ,"West Simon M, David Kannar","Simon West, David Kannar",9/08/02,7/08/03,16/11/06,,https://patents.google.com/patent/US20060257459A1/en
US20050287203A1,Formulation comprising testosteron undecanoate and castor oil ,"Nijs De H, Banbury S, Aylwin E A, Ferdinando J J C","H. Nijs De, S. Banbury, E .A. Aylwin, J.J.C. Ferdinando",8/05/02,8/05/02,29/12/05,,https://patents.google.com/patent/US20050287203A1/en
US20050192253A1,"Fused heterocyclic succinimide compounds and analogs thereof, modulators of nuclear hormone receptor function ","Salvati Mark E., Balog James A., Pickering Dacia A., Soren Giese, Aberra Fura, Wenying Li, Patel Ramesh N., Hanson Ronald L., Toomas Mitt, Roberge Jacques Y., Corte James R., Spergel Steven H., Rampulla Richard A., Misra Raj N., Hai-Yun Xiao","Mark Salvati, James Balog, Dacia Pickering, Soren Giese, Aberra Fura, Wenying Li, Ramesh Patel, Ronald Hanson, Toomas Mitt, Jacques Roberge, James Corte, Steven Spergel, Richard Rampulla, Raj Misra, Hai-Yun Xiao",19/09/00,25/10/04,1/09/05,,https://patents.google.com/patent/US20050192253A1/en
US20030114420A1,Fused cyclic modulators of nuclear hormone receptor function ,"Salvati Mark E., Balog James Aaron, Weifang Shan, Soren Giese","Mark Salvati, James Balog, Weifang Shan, Soren Giese",28/06/00,19/12/01,19/06/03,,https://patents.google.com/patent/US20030114420A1/en
US6036977A,Drug preparations for treating sexual dysfunction ,L.A.M. Pharmaceutical Corp.,"Alan Drizen, Peter Rothbart, Gary M. Nath",29/09/95,26/03/98,14/03/00,14/03/00,https://patents.google.com/patent/US6036977A/en
US4215102A,Cytochemical agents and methods for the detection of steroid hormone receptors in human tissues ,Lee Sin H,Sin H. Lee,5/01/79,5/01/79,29/07/80,29/07/80,https://patents.google.com/patent/US4215102A/en
US20030165873A1,Three hybrid assay system ,"Come Jon H., Frank Becker, Nikolai Kley","Jon Come, Frank Becker, Nikolai Kley",2/03/01,4/03/02,4/09/03,,https://patents.google.com/patent/US20030165873A1/en
US20030225362A1,Systems and methods for monitoring health and delivering drugs transdermally ,"Currie John F., Makarand Paranjape, Peck Carl C., White Robert C., Schneider Thomas W.","John Currie, Makarand Paranjape, Carl Peck, Robert White, Thomas Schneider",1/06/00,30/05/01,4/12/03,,https://patents.google.com/patent/US20030225362A1/en
US20040191276A1,Compositions and kits for compounding pharmaceuticals ,"Cutispharma, Inc.",Indu Muni,30/11/99,26/02/04,30/09/04,,https://patents.google.com/patent/US20040191276A1/en
US6127349A,Phospholipid drug derivatives ,Amur Research Corporation,Fred I. Chasalow,17/09/96,27/03/98,3/10/00,3/10/00,https://patents.google.com/patent/US6127349A/en
WO2008081175A2,Method of producing a composition from an oleogel and an aqueous gel and the composition ,Ardana Bioscience Limited,"Timothy Morley, Julian Robert Walker Fisher",29/12/06,31/12/07,10/07/08,,https://patents.google.com/patent/WO2008081175A2/en
WO1997004832A1,Enhanced transdermal transport using ultrasound ,Massachusetts Institute Of Technology,"Samir S. Mitragotri, Uwe Pliquett, Mark E. Johnson, Michael Pishko, Joseph Kost, Robert S. Langer, James C. Weaver, Daniel Blankschtein",25/07/95,25/07/96,13/02/97,,https://patents.google.com/patent/WO1997004832A1/en
US6967194B1,Bio-identical hormones and method of use ,Susan Matsuo,"Susan Matsuo, Teresa Leigh Barr",18/09/02,18/09/02,22/11/05,22/11/05,https://patents.google.com/patent/US6967194B1/en
US6624200B2,Bioadhesive progressive hydration tablets ,"Columbia Laboratories, Inc.","William J. Bologna, Howard L. Levine, Dominque DeZiegler",25/08/98,11/06/01,23/09/03,23/09/03,https://patents.google.com/patent/US6624200B2/en
US5843902A,Methods for treating prostate cancer with LHRH antagonists ,Praecis Pharmaceuticals Incorporated,"Marc B. Garnick, Christopher J. Molineaux, Malcolm L. Gefter",15/12/95,25/11/96,1/12/98,1/12/98,https://patents.google.com/patent/US5843902A/en
US6180682B1,Buccal drug delivery system for use in male contraception ,Virgil A. Place,Virgil A. Place,26/01/99,26/01/99,30/01/01,30/01/01,https://patents.google.com/patent/US6180682B1/en
WO1997043989A1,"Compositions, methods and devices for the transdermal delivery of drugs ","Diversified Pharmaceuticals, Inc.","Dennis L. Schmirler, Edward M. Portman, Michael S. Christensen",22/05/96,22/05/97,27/11/97,,https://patents.google.com/patent/WO1997043989A1/en
WO2008033466A2,Compositions and methods for treatment of viral diseases ,Combinatorx (Singapore) Pre. Ltd.,"Lisa M. Johansen, Christopher M. Owens, Christina Mawhinney, Todd W. Chappell, Alexander T. Brown, Michael G. Frank, Ralf Altmeyer",14/09/06,13/09/07,20/03/08,,https://patents.google.com/patent/WO2008033466A2/en
WO2000020358A2,"NON-PEPTIDE GnRH AGENTS, METHODS AND INTERMEDIATES FOR THEIR PREPARATION ","Agouron Pharmaceuticals, Inc.","Mark Brian Anderson, Haresh N. Vazir, David Robert Luthin, Genevieve Deguzman Paderes, Ved P. Pathak, Lance Christopher Christie, Yufeng Hong, Eileen Valenzuela Tompkins, Haitao Li, James Faust",20/08/98,20/08/99,13/04/00,,https://patents.google.com/patent/WO2000020358A2/en
US20060270642A1,Method and apparatus for transdermal or transmucosal application of testosterone ,"Lehman Leah M, Simes Stephen M","Leah Lehman, Stephen Simes",27/05/05,24/05/06,30/11/06,,https://patents.google.com/patent/US20060270642A1/en
US20120148675A1,Testosterone undecanoate compositions ,"Basawaraj Chickmath, Chandrashekar Giliyar, Chidambaram Nachiappan, Patel Mahesh V, Srinivansan Venkateshwaran","Basawaraj Chickmath, Chandrashekar Giliyar, Chidambaram Nachiappan, Mahesh V. Patel, Srinivansan Venkateshwaran",10/12/10,10/12/10,14/06/12,,https://patents.google.com/patent/US20120148675A1/en
WO1994025060A1,Immunogenic lhrh peptide constructs and synthetic universal immune stimulators for vaccines ,"Ladd Anna E, Chang Yi Wang, Timothy Zamb","Anna E. Ladd, Chang Yi Wang, Timothy Zamb",27/04/93,28/04/94,10/11/94,,https://patents.google.com/patent/WO1994025060A1/en
US4987150A,Agent for inhibiting binding of 5-dihydro-testosterone with androgen receptor as well as process for obtaining same ,Kabushiki Kaisha Vitamin Kenkyusho,"Masayasu Kurono, Hidehumi Yamakawa, Takuya Koshizaka, Takehiko Suzuki, Eiichi Kato, Takafumi Iida, Nobuko Ohishi, Kunio Yagi",26/06/87,23/06/88,22/01/91,22/01/91,https://patents.google.com/patent/US4987150A/en
US20060229362A1,Selective androgen receptor modulators and methods of use thereof ,"Dalton James T, Miller Duane D, Yali He, Donghua Yin","James Dalton, Duane Miller, Yali He, Donghua Yin",24/08/00,16/02/06,12/10/06,,https://patents.google.com/patent/US20060229362A1/en
US20070149454A1,Controlled Release Delivery System for Nasal Applications and Method of Treatment ,"M & P Patent Aktiengesellschaft, C/O Fundationsanstalt",Claudia Mattern,11/11/03,15/11/06,28/06/07,,https://patents.google.com/patent/US20070149454A1/en
US20030220254A1,Composition and method for preparation of an oral dual controlled release formulation of a protein and inhibitor ,Texas Tech University System,"Mansoor Khan, Vikas Agarwal",29/03/02,31/03/03,27/11/03,,https://patents.google.com/patent/US20030220254A1/en
US20040001887A1,Bioadhesive progressive hydration tablets ,"Levine Howard L., Bologna William J., Philippe Cartier, De Ziegler Dominique","Howard Levine, William Bologna, Philippe Cartier, Dominique de Ziegler",25/08/98,24/04/03,1/01/04,,https://patents.google.com/patent/US20040001887A1/en
US20020120012A1,Methods of treating androgen deficiency in men using selective antiestrogens ,Harry Fisch,Harry Fisch,26/05/00,21/02/02,29/08/02,,https://patents.google.com/patent/US20020120012A1/en
US20040052730A1,Methods and systems for assessing biological materials using optical and spectroscopic detection techniques ,"Cytoscan Sciences, L.L.C.",Daryl Hochman,4/10/95,3/06/03,18/03/04,,https://patents.google.com/patent/US20040052730A1/en
US20040167103A1,Haloacetamide and azide substituted compounds and methods of use thereof ,"Dalton James T., Miller Duane D., Huiping Xu, Vipin Nair","James Dalton, Duane Miller, Huiping Xu, Vipin Nair",24/02/03,10/07/03,26/08/04,,https://patents.google.com/patent/US20040167103A1/en
US4760071A,17β-N-monosubstituted carbamoyl-4-aza-5α-androst-1-en-3-ones which are active as testosterone 5α-reductase inhibitors ,"Merck & Co., Inc.","Gary H. Rasmusson, Glenn F. Reynolds",27/02/84,21/11/85,26/07/88,26/07/88,https://patents.google.com/patent/US4760071A/en
US6444234B1,Compositions for rapid and non-irritating transdermal delivery of pharmaceutically active agents and methods for formulating such compositions and delivery thereof ,"Kenneth B Kirby, Berno I. R. Pettersson, Jr.","Kenneth B Kirby, Berno I. R. Pettersson, Jr.",7/07/98,11/05/00,3/09/02,3/09/02,https://patents.google.com/patent/US6444234B1/en
US4521421A,Treatment of sexual dysfunction ,Eli Lilly And Company,Mark M. Foreman,26/09/83,26/09/83,4/06/85,4/06/85,https://patents.google.com/patent/US4521421A/en
US20020042401A1,Use of sex steroids function modulators to treat wounds and fibrotic disorders ,The Victoria University Of Manchester,"Mark Ferguson, Gillian Ashcroft",22/07/96,28/08/01,11/04/02,,https://patents.google.com/patent/US20020042401A1/en
US5049562A,17β-acyl-4-aza-5α-androst-1-ene-3-ones as 5α-reductase inhibitors ,"Merck & Co., Inc.","Gary H. Rasmusson, Glenn F. Reynolds",27/02/84,21/08/89,17/09/91,17/09/91,https://patents.google.com/patent/US5049562A/en
US20040241224A1,Methods and materials for the treatment of testosterone deficiency in men ,Podolski Joseph S,Joseph Podolski,9/07/01,9/07/02,2/12/04,,https://patents.google.com/patent/US20040241224A1/en
US6541463B1,Inhibitors of type 5 and type 3 17β-hydroxysteroid dehydrogenase and methods for their use ,"Endorecherche, Inc.","Fernand Labrie, Alain Belanger, Sylvain Gauthier, Van Luu-The, Yves Merand, Donald Poirier, Louis Provencher, Shankar M. Singh",11/03/98,10/03/99,1/04/03,1/04/03,https://patents.google.com/patent/US6541463B1/en
WO1998051702A1,Methods and compositions for destruction of selected proteins ,Sloan-Kettering Institute For Cancer Research,"Neal Rosen, Samuel Danishefsky, Ouathek Ouerfelli, Scott D. Kuduk, Laura Sepp-Lorenzino",14/05/97,14/05/98,19/11/98,,https://patents.google.com/patent/WO1998051702A1/en
US6333317B1,Regulation of amyloid precursor protein (APP) expression by administration of an estrogenic compound ,Massachusettes Institute Of Technology,"Robert K. K. Lee, Richard J. Wurtman",28/03/97,27/03/98,25/12/01,25/12/01,https://patents.google.com/patent/US6333317B1/en
US6242436B1,Use of 5alpha-androstanediol or 5alpha-androstanedione to increase dihydrotestosterone levels in humans ,William Charles Llewellyn,William Charles Llewellyn,15/06/00,15/06/00,5/06/01,5/06/01,https://patents.google.com/patent/US6242436B1/en
US20050089495A1,Transdermal transport of compounds ,"West Simon M., David Kannar","Simon West, David Kannar",13/12/01,13/12/02,28/04/05,,https://patents.google.com/patent/US20050089495A1/en
US7368126B2,Controlled release depot formulations ,"Guohua Chen, Paul Houston, Roy Bannister, Teresa Kameda, David Priebe, Lothar Kleiner","Guohua Chen, Paul Houston, Roy Bannister, Teresa Kameda, David Priebe, Lothar Kleiner",6/11/02,4/11/03,6/05/08,6/05/08,https://patents.google.com/patent/US7368126B2/en
US5827887A,Biphenyl compounds ,Roussel Uclaf,"Jean-François Gourvest, Dominique Lesuisse, Jean-Georges Teutsch",8/08/95,31/07/96,27/10/98,27/10/98,https://patents.google.com/patent/US5827887A/en
US4088760A,Testosterone 5α-reductase inhibitors ,Richardson-Merrell Inc.,"Harvey D. Benson, Thomas R. Blohm",23/06/76,23/06/76,9/05/78,9/05/78,https://patents.google.com/patent/US4088760A/en
US7943602B2,Pharmaceutical application of 15- or 16-substituted testosterone analogues ,Pantarhei Bioscience B.V.,"Evert Johannes Bunschoten, Herman Jan Tijmen Coelingh Bennink, René Frank Van Der Linden",5/09/02,5/09/03,17/05/11,17/05/11,https://patents.google.com/patent/US7943602B2/en
US5668148A,Alpha1a adrenergic receptor antagonists ,"Merck & Co., Inc.","Linda S. Payne, Steven D. Young, Mary Jo L. Zaborowski",20/04/95,20/04/95,16/09/97,16/09/97,https://patents.google.com/patent/US5668148A/en
WO2000059512A1,Formulation comprising testosteron undecanoate and castor oil ,Akzo Nobel N.V.,"De Henrik Nijs, Susan Chandler, Elizabeth Anne Perry, Josephine Joan Christine Ferdinando",1/04/99,27/03/00,12/10/00,,https://patents.google.com/patent/WO2000059512A1/en
US4307086A,Branched chain and cycloaliphatic esters of the androstane and destrane series and pharmaceutical compositions containing same ,Akzona Incorporated,Lambert J. W. M. Tax,26/11/76,12/02/80,22/12/81,22/12/81,https://patents.google.com/patent/US4307086A/en
WO1993023053A1,INHIBITORS OF TESTOSTERONE 5α-REDUCTASE ACTIVITY ,Endorecherche Inc.,"Fernand Labrie, Yves M. Merand, Shankar M. Singh",21/05/92,6/05/93,25/11/93,,https://patents.google.com/patent/WO1993023053A1/en
WO2003059267A2,SELECTIVE 11β-HSD INHIBITORS AND METHODS FOR USE THEREOF ,Rhode Island Hospital,"David J. Morris, Andrew S. Brem",21/12/01,20/12/02,24/07/03,,https://patents.google.com/patent/WO2003059267A2/en
WO2001041732A1,Compositions and methods for intranasal delivery of active agents to the brain ,Gore Stanley L,Stanley L. Gore,6/12/99,3/11/00,14/06/01,,https://patents.google.com/patent/WO2001041732A1/en
US20070264349A1,Nano-structured compositions and methods of making and using the same ,"Novavax, Inc.","Robert Lee, Dinesh Shenoy, D. Wright",7/03/06,6/03/07,15/11/07,,https://patents.google.com/patent/US20070264349A1/en
US6266560B1,Electrically assisted transdermal method and apparatus for the treatment of erectile dysfunction ,"Genetronics, Inc.","Lei Zhang, Gunter A. Hofmann, Dietmar Rabussay",19/06/98,18/06/99,24/07/01,24/07/01,https://patents.google.com/patent/US6266560B1/en
US20120244215A1,High-strength testosterone undecanoate compositions ,Lipocine Inc.,"Chandrashekar Giliyar, Basawaraj Chickmath, Chidambaram Nachiappan, Mahesh V. Patel, Srinivansan Venkateshwaran",30/11/10,31/05/12,27/09/12,,https://patents.google.com/patent/US20120244215A1/en
US20120135074A1,High-Strength Testosterone Undecanoate Compositions ,"Chandrashekar Giliyar, Basawaraj Chickmath, Chidambaram Nachiappan, Patel Mahesh V, Srinivansan Venkateshwaran","Chandrashekar Giliyar, Basawaraj Chickmath, Chidambaram Nachiappan, Mahesh V. Patel, Srinivansan Venkateshwaran",30/11/10,30/11/10,31/05/12,,https://patents.google.com/patent/US20120135074A1/en
WO2006102476A2,Compositions and methods for ameliorating cachexia ,"Vicus Therapeutics Spe 1, Llc","Newell Bascomb, John Maki, Fredric Young",21/03/05,21/03/06,28/09/06,,https://patents.google.com/patent/WO2006102476A2/en
WO2000074684A1,"Pharmaceutical formulations for treating postmenopausal and perimenopausal women, and their use ",The General Hospital Corporation,"Kathryn A. Martin, William F. Crowley, Jr.",4/06/99,2/06/00,14/12/00,,https://patents.google.com/patent/WO2000074684A1/en
US5418238A,17β-substituted 4-aza-5α-androstan-3-one derivatives ,Farmitalia Carlo Erba S.R.L.,"Achille Panzeri, Marcella Nesi, Enrico DI Salle",31/07/92,29/07/93,23/05/95,23/05/95,https://patents.google.com/patent/US5418238A/en
US20090156614A1,"Selective androgen receptor modulators, analogs and derivatives thereof and uses thereof ","Dalton James T, Miller Duane D, Igor Rakov, Casey Bohl, Mohler Michael L","James T. Dalton, Duane D. Miller, Igor Rakov, Casey Bohl, Michael L. Mohler",19/07/06,19/07/07,18/06/09,,https://patents.google.com/patent/US20090156614A1/en
US4727064A,Pharmaceutical preparations containing cyclodextrin derivatives ,The United States Of America As Represented By The Department Of Health And Human Services,Josef Pitha,25/04/84,29/05/85,23/02/88,23/02/88,https://patents.google.com/patent/US4727064A/en
US5654008A,Preparation of biodegradable microparticles containing a biologically active agent ,Alkermes Controlled Therapeutics Inc. Ii,"Paul F. Herbert, Azar M. Hazrati",19/11/93,10/10/96,5/08/97,5/08/97,https://patents.google.com/patent/US5654008A/en
US5472954A,Cyclodextrin complexation ,Cyclops H.F.,Thorsteinn Loftsson,14/07/92,11/05/94,5/12/95,5/12/95,https://patents.google.com/patent/US5472954A/en
US6503480B1,Aerodynamically light particles for pulmonary drug delivery ,"Massachusetts Institute Of Technology, The Penn State Research Foundation","David A. Edwards, Giovannia Caponetti, Jeffrey S. Hrkach, Noah Lotan, Justin Hanes, Abdell Aziz Ben-Jebria, Robert S. Langer",23/05/97,23/05/97,7/01/03,7/01/03,https://patents.google.com/patent/US6503480B1/en
US6004578A,"Permeation enhances for transdermal drug delivery compositions, devices and methods ",Alza Corporation,"Eun Soo Lee, Su II Yum",24/10/96,23/10/97,21/12/99,21/12/99,https://patents.google.com/patent/US6004578A/en
US4760053A,Combination therapy for selected sex steroid dependent cancers ,Fernand Labrie,Fernand Labrie,2/08/84,31/07/86,26/07/88,26/07/88,https://patents.google.com/patent/US4760053A/en
US5372996A,Method of treatment of androgen-related diseases ,"Endorecherche, Inc.",Fernand Labrie,10/03/89,19/10/92,13/12/94,13/12/94,https://patents.google.com/patent/US5372996A/en
US4859681A,17 α-Acyl-4-aza-5a-androst-1-en-3-ones as 5 alpha-reductase inhibitors ,"Merck & Co., Inc.","Gary H. Rasmusson, Glenn F. Reynolds",27/02/84,3/12/87,22/08/89,22/08/89,https://patents.google.com/patent/US4859681A/en
EP0004949B1,"4-aza-17-substituted-5-alpha-androstan-3-one, their a and d homo analogs, process for their preparation and pharmaceutical compositions containing them ","Merck &amp; Co., Inc.","David Bruce Randolph Johnston, Donald Floyd Reinhold, Gary Henry Rasmusson, Torleif Utne, Glen Edward - Arth Deceased, Ronald Bradford Jobson",13/04/78,12/04/79,21/09/83,21/09/83,https://patents.google.com/patent/EP0004949B1/en
US5925629A,Transurethral administration of androgenic agents for the treatment of erectile dysfunction ,"Vivus, Incorporated",Virgil A. Place,28/10/97,28/10/97,20/07/99,20/07/99,https://patents.google.com/patent/US5925629A/en
US7101878B1,"Non-peptide GNRH agents, methods and intermediates for their preparation ","Agouron Pharmaceuticals, Inc.","Mark Brian Anderson, Haresh N. Vazir, David Robert Luthin, Genevieve DeGuzman Paderes, Ved P. Pathak, Lance Christopher Christie, Yufeng Hong, Eileen Valenzuela Tompkins, Haitao Li, James Faust",20/08/98,20/08/99,5/09/06,5/09/06,https://patents.google.com/patent/US7101878B1/en
US6096763A,α1a adrenergic receptor antagonists ,"Merck & Co., Inc.","Jacob M. Hoffman, Raymond S. L. Chang",23/02/95,31/03/99,1/08/00,1/08/00,https://patents.google.com/patent/US6096763A/en
US6692763B1,Methods for treating postmenopausal women using ultra-low doses of estrogen ,"The Regents Of The University Of California, Kaiser Foundation Health Plan, Inc., The Permanente Medical Group, Inc., Berlex Laboratories, Inc.","Steven R. Cummings, Bruce Ettinger, Herman Ellman",19/11/98,21/11/98,17/02/04,17/02/04,https://patents.google.com/patent/US6692763B1/en
JPS60146829A,Testosterone 5alpha-reductase inhibitor ,Rooto Seiyaku Kk,"Shinichi Hayashi, Makoto Kawaguchi, Kuniko Yabumoto, Akiyoshi Yoshida",5/01/84,5/01/84,2/08/85,,https://patents.google.com/patent/JPS60146829A/en
WO2000059482A1,Oral pharmaceutical compositions containing long-chain triglycerides and lipophilic surfactants ,R.P. Scherer Corporation,"Elizabeth A. Perry, Susan Chandler, Josephine Joan Christine Ferdinando, Nijs Henrik De",1/04/99,29/03/00,12/10/00,,https://patents.google.com/patent/WO2000059482A1/en
US3164520A,Injectable steroid compositions containing at least 75% benzyl benzoate ,Olin Mathieson,Huber Raymond Charles,29/10/62,29/10/62,5/01/65,5/01/65,https://patents.google.com/patent/US3164520A/en
US5610150A,Method of treatment of androgen-related diseases ,Endorecherche Inc.,Fernand Labrie,7/07/89,7/06/95,11/03/97,11/03/97,https://patents.google.com/patent/US5610150A/en
WO2000007576A2,INHIBITORS OF TYPE 3 3α-HYDROSTEROID DEHYDROGENASE ,"Endorecherche, Inc.","Fernand Labrie, Yves Merand, Sylvain Gauthier, Louis Provencher, Van Luu-The",7/08/98,6/08/99,17/02/00,,https://patents.google.com/patent/WO2000007576A2/en
EP0267996A1,New nucleotide derivatives ,Tamir Biotechnology Ltd.,David Segev,20/11/86,20/11/86,25/05/88,,https://patents.google.com/patent/EP0267996A1/en
